,PhoneID,battery,year,month,brand,model,weight,CPU model,CPU freq,CPU cores,SIM cards,ROM,RAM,screen size,resolution,screen material,front camera,rear camera,rear camera specs,charging port,price,comments
529,59018340626,3020mAh（典型值） 2920mAh（最小值）,2019年,7月,HUAWEI,荣耀畅玩8,约146克（含电池） 备注：实际重量依配置、制造工,,,,2个,,,,,TFT LCD（IPS）,,,,Micro USB,499,6400
530,1.00E+11,,,,,,,,,,,,,,,,,,,,349,6400
531,1.00E+11,4200mAh（典型值） 4100mAh（额定值）,2019年,11月,HUAWEI,荣耀V30,约213克（含电池） 备注：实际重量依配置、制造工艺、测量方法的不同可能有所差异。,HUAWEI Kirin 990 (麒麟990),,,2个,,,6.57英寸,FHD+ 2400×1080像素,TFT LCD（IPS）,,后置三摄,,Type-C,4098,6900
532,46174471503,4020,2019年,5月,OPPO,OPPO A9,190,,,,2个,,,,,AMOLED,,,,Micro USB,1799,6300
533,1.00E+11,4000,2019年,10月,realme,realme X2,182,骁龙730G,,,2个,,,6.4英寸,1080×2340,AMOLED,,后置四摄,,Type-C,1799,6300
534,39849180473,3400mAh（典型值）,2018年,11月,HUAWEI,荣耀10青春版,约162克（含电池）,其他,,,2个,,,6.21英寸,FHD+ 1080x2340 像素,TFT LCD（IPS）,,后置双摄,,Micro USB,1099,6200
535,51017743879,,,,,,,,,,,,,,,,,,,,1999,6400
536,1.00E+11,4000,2019年,10月,realme,realme X2,182,骁龙730G,,,2个,,,6.4英寸,1080×2340,AMOLED,,后置四摄,,Type-C,1799,6300
537,1.00E+11,2000,2018年,6月,chilli,红辣椒Q11,156,sc9832,,,2个,,,5.0英寸,1280x720,TFT,,后置单摄,,Micro USB,299,6200
538,53894315596,800,2019年,以官网信息为准,K-Touch,Q21C,85.2,,,,1个,,,,,TFT,,,,Micro USB,129,6200
539,48397681993,1500,2018年,以官网信息为准,,F9,143,,,,2个,,,,,TFT,,,,Micro USB,299,6200
540,1.00E+11,4000,2019年,10月,realme,realme X2 Pro,199,骁龙855plus,,,2个,,,6.5英寸,2400×1080,Super Amoled,,后置四摄,,Type-C,2899,6200
541,56798884028,4000mAh,2018年,12月,,以官网信息为准,168,,,,2个,,,,,TFT,,,,Micro USB,968,6100
542,56230085114,4000mAh（典型值,2019年,9月,HUAWEI,荣耀Play3,176g,麒麟710F,,,2个,,,6.39 英寸,1560x720,TFT LCD（IPS）,,后置三摄,,Micro USB,808,7200
543,34487179057,,,,,,,,,,,,,,,,,,,,999,6100
544,1.00E+11,4500,2019年,7月,vivo,Y7s,179,MT6768(P65),,,2个,,,6.38英寸,2340x1080,AMOLED,,后置三摄,,Micro USB,1598,6200
545,1.00E+11,,,,,,,,,,,,,,,,,,,,99,6200
546,1.00E+11,3050,2019年,1月,chilli,红辣椒7R,202,mt6739,,,2个,,,6.0英寸,1440x720,TFT,,后置双摄,,Micro USB,499,6000
547,56247927005,4000,2019年,9月,,畅享10 Plus,约196.8g,,,,2个,,,,,LTPS,,,,Type-C,1669,6100
548,54287898274,3400mAh（典型值）,2018年,11月,,荣耀10青春版,约162克（含电池）,,,,2个,,,,,IPS,,,,Micro USB,869,6000
549,1.00E+11,,,,,,,,,,,,,,,,,,,,168,6100
550,53365195617,4000mAh（典型值）,2019年,7月,HUAWEI, 华为荣耀9x ,206g ,,,,2个,,,,,LTPS,,,,Type-C,1799,6000
551,32781260497,2000,2018年,1月,朵唯（DOOV）,朵唯,110,,,,2个,,,,,TFT,,,,Micro USB,199,5900
552,44126603482,,,,,,,,,,,,,,,,,,,,3688,5900
553,17534280259,,,,,,,,,,,,,,,,,,,,4999,5900
554,1.00E+11,4000mAh（typ）*3900mAh（min）,2019年,8月,,Redmi Note8,190,骁龙665,,,2个,,,6.3英寸,2340*1080 FHD+,其他,,后置四摄,,Type-C,1099,6300
555,37299954508,3400mAh（典型值）,2018年,11月,HUAWEI,荣耀10青春,约162克,,,,2个,,,,,IPS,,,,Micro USB,1198,5900
556,1.00E+11,2000,2018年,12月,Philips,E125,92,其他,,,2个,,,其他英寸,240*320以下,TFT,,后置单摄,,Micro USB,119,5900
557,1.00E+11,,,,,,,,,,,,,,,,,,,,293,12000
558,39890462630,3750mAh（典型值）,2018年,12月,HUAWEI,华为nova4,172,,,,2个,,,,,TFT,,,,Type-C,1799,5800
559,38362141571,4000,2018年,1月,K-Touch,Q31,188.6(克),其他,,,2个,,,2.4英寸,240x320,TFT,,后置单摄,,Micro USB,168,5800
560,1.00E+11,4000,2019年,10月,realme,realme X2 Pro,199,骁龙855plus,,,2个,,,6.5英寸,2400×1080,Super Amoled,,后置四摄,,Type-C,2899,5800
561,51533719234,,,,,,,,,,,,,,,,,,,,55,5800
562,46716584320,,,,,,,,,,,,,,,,,,,,949,5800
563,56156630761,4000mAh(typ) / 3900mAh(mi,2019年,9月,XIAOMI,小米9 Pro5G,196,骁龙855plus,,,2个,,,6.39 英寸,2340 x 1080,AMOLED,,后置三摄,,Type-C,3545,5800
564,25593752573,1400,2017年,6月,纽曼（Newman）,L660s,125,,,,2个,,,,,TFT,,,,Micro USB,189,5800
565,29511252688,3000mAh（典型值）,2018年,6月,HUAWEI,荣耀9i,约152 g,,,,2个,,,,,其他,,,,Micro USB,1149,5700
566,44569312557,,,,,,,,,,,,,,,,,,,,599,5700
567,1.00E+11,1700,2019年,10月,K-Touch,天语V9,143,其他,,,2个,,,2.4英寸,320x240,TFT,,后置单摄,,Micro USB,209,5700
568,34640640654,4000mAh,2018年,10月,,mate20,约188克（含电池）,,,,2个,,,,,TFT,,,,Type-C,2545,5700
569,36916831182,,,,,,,,,,,,,,,,,,,,429,5700
570,31347357239,3010（典型值）,2018年,8月,MEIZU,魅族16th,152,骁龙845（SDM845）,,,2个,,,6.0英寸,659074,其他,,后置双摄,,Type-C,1568,5700
571,49097184577,,,,,,,,,,,,,,,,,,,,369,5700
572,37607675437,其他,2017年,以官网信息为准,,F6,120,,,,其他,,,,,其他,,,,其它接口,198,5700
573,42702130095,,,,,,,,,,,,,,,,,,,,1199,5700
574,33914219907,,,,,,,,,,,,,,,,,,,,49,5700
575,55079550625,4500,2019年,8月,XIAOMI,小米 红米Note8 pro,199.8,,,,2个,,,,,其他,,,,Type-C,1356,5800
576,1.00E+11,1700,2019年,3月,Philips,E319,112,其他,,,2个,,,2.8英寸,240X320,TFT,,后置单摄,,Micro USB,199,5600
577,57004161080,,,,,,,,,,,,,,,,,,,,399,5600
578,1.00E+11,4100,2019年,11月,vivo,S5,188,骁龙712,,,2个,,,6.44英寸,2400*1080,AMOLED,,后置四摄,,Type-C,2698,5700
579,34814213360,4200mAh（典型值）,2018年,10月,HUAWEI,mate20pro,约189克（含电池）,,,,2个,,,,,OLED,,,,Type-C,4599,5600
580,50639010321,4000mAh（典型值）,2019年,6月,HUAWEI,华为nova5i,178,,,,2个,,,,,其他,,,,Type-C,1989,5500
581,1.00E+11,4350,2019年,12月,vivo,X30,196.5,E980,,,2个,,,6.44英寸,2400x1080,AMOLED,,后置三摄,,Type-C,3298,6900
582,46310540571,,,,,,,,,,,,,,,,,,,,899,5500
583,1.00E+11,5000,2019年,9月,金立（Gionee）,金立K3,188,MTK6763,,,2个,,,6.2英寸,1520*720,TFT,,后置双摄,,Micro USB,949,5500
584,1.00E+11,4500mAh（典型值）,2019年,11月,HUAWEI,HUAWEI Mate 30 Pro 5G,约198克（含电池）,HUAWEI Kirin 990 5G(麒麟990 5G),,,2个,,,6.53英寸,FHD+ 2400×1176 像素,OLED,,后置四摄,,Type-C,7899,5500
585,41084018484,4000mAh（典型值）,2018年,12月,HUAWEI,畅享9,168（以实际为准）,,,,2个,,,,,TFT,,,,Micro USB,829,5400
586,27697515767,,,,,,,,,,,,,,,,,,,,149,5400
587,27663664990,1600,2019年,以官网信息为准,,·,80,,,,2个,,,,,其他,,,,其它接口,99,5300
588,34692028899,4000mAh（典型值）,2018年,10月,HUAWEI,mate20,约188克（含电池）,麒麟980,,,2个,,,6.53英寸,728961,TFT,,后置三摄,,Type-C,3599,5300
589,58800408212,,,,,,,,,,,,,,,,,,,,3199,5400
590,38886901684,,,,,,,,,,,,,,,,,,,,418,5300
591,51927841147,4000mAh（典型值）,2019年,7月,HUAWEI,荣耀9X,约206g ,,,,2个,,,,,LTPS,,,,Type-C,1099,5300
592,60778985698,4200mAh,2019年,9月,,HUAWEI MATE 30,196克,,,,2个,,,,,OLED,,,,Type-C,4999,5400
593,34669670291,,,,,,,,,,,,,,,,,,,,4599,5200
594,60044399927,4000mAh(典型值）,2018年,10月,,华为畅享9 Plus,约173g(含电池),,,,2个,,,,,TFT,,,,Micro USB,1199,5200
595,60643173806,4200mAh（典型值）,2019年,9月,HUAWEI,HUAWEI Mate 30,约196克（含电池）,麒麟990,,,2个,,,其他英寸,FHD+ 2340×1080 像素,其他,,后置三摄,,Type-C,4999,5300
596,44546425380,,,,,,,,,,,,,,,,,,,,299,5200
597,25670915378,500,2018年,1月,,纽曼儿童手机,90,其他,,,2个,,,1.8英寸,180*180,其他,,后置单摄,,其它接口,89,5200
598,1.00E+11,900,2019年,4月,纽曼（Newman）,W560,90,其他,,,2个,,,1.8英寸,240*320,TFT,,无后置摄像头,,Micro USB,158,5200
599,1.00E+11,3500mAh（典型值）,2019年,9月,SAMSUNG,三星 Galaxy Note10 8GB+256GB 密斯白（SM-N9700）,168,骁龙855,,,2个,,,6.3英寸,2280×1080,Dynamic AMOLED,,后置三摄,,Type-C,5669,5300
600,56759005117,5000,2019年,5月,,Z5x,204.1,,,,2个,,,,,LCD,,,,Micro USB,1698,5300
601,32968958069,,,,,,,,,,,,,,,,,,,,4359,5100
602,56801944409,4000(typ)x\3900(min),2019年,5月,,红米7A,约165,,,,2个,,,,,其他,,,,Micro USB,535,5300
603,19498980942,600,2017年,6月,金柏利,001B,50,,,,2个,,,,,其他,,,,Micro USB,108,5100
604,1466278168,4050,2016年,12月,MANN,ZUG 5S Q,245,,,,2个,,,,,IPS,,,,Micro USB,1099,5100
605,34273530459,,,,,,,,,,,,,,,,,,,,1399,5100
606,55674461811,以官网信息为准,2019年,9月,Apple,iPhone 11 Pro Max,226,,,,2个,,,,,其他,,,,Lightning（iPhone）,10299,5200
607,54346167886,3000mAh（typ）,2018年,以官网信息为准,XIAOMI,小米play,约150,,,,2个,,,,,其他,,,,Micro USB,1018,5000
608,10632192954,,,,,,,,,,,,,,,,,,,,169,5000
609,1.00E+11,,,,,,,,,,,,,,,,,,,,299,5000
610,1.00E+11,4500,2019年,12月,vivo,iQOO Neo 855竞速版,198.5,骁龙855plus,,,2个,,,6.38英寸,2340x1080,AMOLED,,后置三摄,,Type-C,2598,5900
611,45545111915,0,2019年,4月,,HUA WEI P30,165,,,,2个,,,,,OLED,,,,Type-C,3688,5000
612,52588010239,,,,,,,,,,,,,,,,,,,,1099,5000
613,1.00E+11,,,,,,,,,,,,,,,,,,,,499,4900
614,61226688110,3080mAh//3000mAh,2017年,8月,XIAOMI,note5A,约153g,其他,,,2个,,,5.5英寸,--,其他,,后置单摄,,Micro USB,799,4900
615,44142413906,4200mAh（典型值）,2019年,4月,,P30 Pro,192,,,,2个,,,,,OLED,,,,Type-C,4488,4900
616,1.00E+11,3400,2019年,4月,chilli,红辣椒8X,182.5,mt6763,,,2个,,,6.2英寸,1520x720,TFT,,后置双摄,,Micro USB,649,4900
617,14155000956,6000,2017年,8月,AGM,AGM X2,250,,,,2个,,,,,AMOLED,,,,Type-C,2299,4900
618,43691509723,6000,2017年,8月,AGM,AGM X2,250,,,,2个,,,,,AMOLED,,,,Type-C,2599,4900
619,34415503629,6000,2017年,8月,AGM,AGM X2,250,,,,2个,,,,,AMOLED,,,,Type-C,2399,4900
620,33683386972,,,,,,,,,,,,,,,,,,,,2299,4900
621,44942466864,3400mAh（典型值）,2019年,4月,HUAWEI,华为荣耀20i,约164g,,,,2个,,,,,TFT LCD（IPS）,,,,Micro USB,999,4900
622,1.00E+11,4000mAh（典型值）,2019年,5月,ZTE,中兴 ZTE 天机 AXON10 PRO,175,骁龙855,,,2个,,,6.47英寸,FHD+2340*1080,AMOLED,,后置三摄,,Type-C,3699,4800
623,57520292034,3920mAh （额定值），4000mAh（典型值,2019年,10月,OPPO,OPPO K5,约182g,,,,2个,,,,,AMOLED,,,,Type-C,1799,5100
624,44126652221,3650mAh（典型值）,2019年,4月,,P30,165,,,,2个,,,,,OLED,,,,Type-C,3688,4800
625,43734948548,3340mAh（典型值）,2019年,3月,,华为nova4e,约159克（含电池）,,,,2个,,,,,其他,,,,Type-C,1198,5000
626,50691966951,3500mAh(典型值),2019年,6月,HUAWEI,华为nova5pro,约171克(含电池),,,,2个,,,,,OLED,,,,Type-C,2499,4900
627,26622663085,3640（典型值）,2018年,8月,MEIZU,魅族16plus,182,骁龙845（SDM845）,,,2个,,,6.5英寸,659074,其他,,后置双摄,,Type-C,1858,4700
628,1.00E+11,,,,,,,,,,,,,,,,,,,,1799,4700
629,1.00E+11,3650mAh（典型值）备注：电池额定容量为 3550mAh,2019年,4月,HUAWEI,,165,麒麟980,2*Cortex-A76 Based 2.6GHz+ 2*Cortex-A76 Based 1.92GHz+ 4*Cortex-A55 1.8GHz,八核,2个,256GB,8GB,6.1英寸,2340*1080,OLED,3200万像素,3个,4000+1600+800万像素,Type-C,4937,4700
630,1.00E+11,3700,2019年,7月,SAMSUNG,三星 Galaxy A80 8GB+128GB太空黑 （SM-A8050）,220,骁龙730G,,,2个,,,6.7英寸,2400*1080,Super Amoled,,后置三摄,,Type-C,2499,4700
631,30542239569,,,,,,,,,,,,,,,,,,,,459,4700
632,38237578599,4230mAh（典型值）,2018年,12月,OPPO,OPPO A5,168g,,,,2个,,,,,TFT,,,,Micro USB,699,4600
633,1.00E+11,1500mAh,2018年,8月,,K188,98,其他,,,1个,,,2.4英寸,240*320,TFT,,后置单摄,,Micro USB,269,4600
634,27851484160,1800,2018年,8月,其他,1,158,,,,1个,,,,,其他,,,,Mini USB,299,4600
635,55741287052,4500mAh（typ）,2019年,8月,XIAOMI,Redmi Note8 Pro,199.8,Helio G90T,,,2个,,,6.53英寸,2340*1080,其他,,后置四摄,,Type-C,1458,4900
636,25039444418,,,,,,,,,,,,,,,,,,,,668,4600
637,1.00E+11,5000,2019年,10月,vivo,U3,193,骁龙675,,,2个,,,6.53英寸,2340x1080,TFT,,后置三摄,,Micro USB,1199,4800
638,30345370574,5000,2018年,8月,HUAWEI,荣耀note10,约230克（含电池） 备注：实际重量依配置、制造工,,,,2个,,,,,AMOLED,,,,Type-C,1449,4700
639,62469029650,4500mAh,2019年,11月,,Mate 30 Pro 5G,以官网信息为准,其他,,,2个,,,其他英寸,以官网信息为准,其他,,其他,,Type-C,6899,4500
640,53176208201,,,,,,,,,,,,,,,,,,,,1799.8,4600
641,23182571574,2080,2017年,6月,纽曼（Newman）,M560C,100,其他,,,1个,,,2.4英寸,596118,其他,,后置单摄,,Micro USB,128,4500
642,31798589194,4860,2018年,1月,,捷语6600,238,mt6737m,,,2个,,,5.0英寸,1280x720,IPS,,后置单摄,,Micro USB,699,4500
643,1.00E+11,1200,2018年,11月,Coolpad,v18,69,其他,,,1个,,,2.4英寸,其他,其他,,后置单摄,,Micro USB,159,12000
644,26040247419,1300,2018年,3月,海尔（Haier）,M360C,118,,,,1个,,,,,TFT,,,,Micro USB,219,4500
645,58145338297,3500mAh（典型值）,2019年,6月,,华为nova 5 Pro,约171克（含电池）,,,,2个,,,,,OLED,,,,Type-C,2489,4600
646,11917887400,6800,2017年,8月,,海语,120g,其他,,,1个,其他,其他,2.4英寸,596119,其他,,后置单摄,,Micro USB,129.9,4400
647,38650751431,4000mAh(典型值）,2018年,10月,HUAWEI,华为畅享9plus,约173g(含电池),,,,2个,,,,,TFT,,,,Micro USB,999,4500
648,36016855975,3500mAh（典型值）,2018年,10月,HUAWEI,荣耀Magic2,约206g（含电池）,,,,2个,,,,,AMOLED,,,,Type-C,1848,4500
649,11532356728,800,2016年,5月,,EN8C,131,其他,,,1个,,,2.4英寸,240×320,TFT,,后置单摄,,Micro USB,119,4400
650,1.00E+11,4000,2019年,11月,chilli,红辣椒7X 尊享版,171,MT6763,,,2个,,,6.3英寸,2340x1080,TFT,,后置双摄,,Type-C,799,4500
651,55781974769,,,,,,,,,,,,,,,,,,,,1699,4500
652,56637145208,4500,2019年,8月,vivo,iQOO Pro,217,,,,2个,,,,,AMOLED,,,,Type-C,3498,4500
653,57131801715,0,2017年,9月,Apple, iPhone 8 Plus,0,,,,1个,,,,,其他,,,,Lightning（iPhone）,4799,4400
654,51081717624,,,,,,,,,,,,,,,,,,,,728,4300
655,50307431258,4000mAh（典型值）,2018年,10月,HUAWEI,荣耀畅玩8C,167.2,,,,2个,,,,,IPS,,,,Micro USB,722,4300
656,44559473186,1000,2018年,11月,Philips,飞利浦E107,250,其他,,,2个,,,其他英寸,596120,TFT,,后置单摄,,Micro USB,99,4300
657,60778210402,4500mAh,2019年,9月,,HUAWEI MATE 30 Pro,约198克,,,,2个,,,,,OLED,,,,Type-C,6899,4300
658,10662685942,,,,,,,,,,,,,,,,,,,,375,4300
659,34642781314,4000mAh（典型值）,2018年,10月,HUAWEI,Mate20,约188克（含电池）,,,,2个,,,,,TFT,,,,Type-C,3199,4300
660,1.00E+11,1400,2019年,8月,K-Touch,N1C,100,其他,,,1个,,,2.4英寸,240*320,TFT,,后置单摄,,Micro USB,158,3100
661,51603436554,3750mAh（典型值）,2019年,6月,,HONOR 20,约174g,,,,2个,,,,,TFT LCD（IPS）,,,,Type-C,2399,4300
662,27142072448,,,,,,,,,,,,,,,,,,,,169,4200
663,1.00E+11,1100,2018年,5月,,M365,97,其他,,,2个,,,2.4英寸,240*320,TFT,,后置单摄,,其它接口,199,4200
664,1.00E+11,5000mAh,2019年,10月,ZTE,ZTE Blade 20 Smart,190,Helio P60,,,2个,,,6.49,1560*720,TFT,,后置三摄,,Type-C,899,4400
665,24220674376,4000mAh（典型值）,2018年,12月,HUAWEI,畅享9,约168克（含电池）,,,,2个,,,,,TFT,,,,Micro USB,959,4200
666,56902393019,以官网信息为准,2019年,9月,Apple,iPhone 11,约194,,,,2个,,,,,LCD,,,,Lightning（iPhone）,5678,4300
667,1.00E+11,3500mAh（典型值）,2019年,8月,HUAWEI,华为nova 5 Pro,约171克（含电池）,麒麟980,,,2个,,,6.39英寸,FHD+  2340 x 1080 像素（备注：该分辨率对应标准矩形，实际屏幕采用圆角和珍珠屏设计，有效像素略少。）,OLED,,后置四摄,,Type-C,3199,4300
668,29809363973,800,2018年,4月,K-Touch,R7,91,其他,,,2个,,,2.4英寸,596118,TFT,,后置单摄,,Micro USB,129,4200
669,12966278313,1200,2017年,5月,索爱,Z86  移动/联通 翻盖老人手机,200,,,,2个,,,,,其他,,,,其它接口,279,4200
670,34378007794,1970,2018年,3月,MANN,MANN S2,145,,,,2个,,,,,TFT,,,,Micro USB,299,4200
671,25867475583,,,,,,,,,,,,,,,,,,,,299,4200
672,11532249368,800,2016年,以官网信息为准,,EN8,109,其他,,,2个,,,2.4英寸,240×320,TFT,,后置单摄,,Micro USB,89,4200
673,57003856982,4000mAh,2018年,12月,,华为畅享9,约168克,,,,2个,,,,,其他,,,,Micro USB,939,4200
674,41386209572,4000mAh（典型值）,2018年,12月,,畅享9移动全网通,168（以实际为准）,其他,,,2个,,,其他英寸,其他,TFT,,其他,,Micro USB,849,4100
675,12172199456,3800,2019年,2月,,2016,0,,,,2个,,,,,其他,,,,Micro USB,119,4100
676,30755896885,3010（典型值）,2018年,8月,MEIZU,以官网信息为准,152,骁龙845（SDM845）,,,2个,,,6.0英寸,659074,其他,,后置双摄,,Type-C,,4100
677,58365527435,5000mAh（典型值）,2018年,10月,HUAWEI,畅享max,约210克（含电池）,骁龙660（MSM8976Plus）,,,2个,,,其他英寸,2240*1080,TFT,,后置双摄,,Micro USB,1158,4200
678,55808650513,以官网信息为准,2019年,8月,XIAOMI,小米红米note8,190,骁龙665,,,2个,,,6.3英寸,2340*1080 ,其他,,后置四摄,,Type-C,1158,4200
679,56630299340,5000,2019年,5月,vivo,Z5x,204.1,,,,2个,,,,,LCD,,,,Micro USB,1298,4300
680,54897011174,4500,2019年,8月,vivo,iQOO Pro,215,,,,2个,,,,,AMOLED,,,,Type-C,2698,4100
681,59195950981,2500,2019年,10月,ZTE,L105,103,其他,,,其他,,,2.4英寸,320x240,其他,,后置单摄,,其它接口,99,4100
682,1.00E+11,1300,2018年,以官网信息为准,Coolpad,S618,97,其他,,,1个,,,2.0英寸,176*220,TFT,,后置单摄,,Micro USB,99,34000
683,1.00E+11,4035,2019年,9月,realme,realme Q,184,骁龙712,,,2个,,,6.3英寸,2340×1080,LTPS,,后置四摄,,Type-C,1298,4400
684,1.00E+11,,,,,,,,,,,,,,,,,,,,9999,4100
685,45033256217,,,,,,,,,,,,,,,,,,,,2299.8,4100
686,47003846200,4000mAh（典型值）,2018年,12月,,华为畅享9,168,,,,2个,,,,,TFT,,,,Micro USB,1199,4000
687,1.00E+11,4035,2019年,9月,realme,realme Q,184,骁龙712,,,2个,,,6.3英寸,2340×1080,LTPS,,后置四摄,,Type-C,1298,4300
688,10492339278,,,,,,,,,,,,,,,,,,,,129,4000
689,30725321286,3600,2018年,以官网信息为准,,C18,220,其他,,,1个,,,2.4英寸,596118,其他,,其他,,Micro USB,135,4000
690,27183940241,1200,2018年,4月,,爱户外ioutdoor F2,132.6,,,,2个,,,,,TFT,,,,Micro USB,368,4000
691,57842210104,4000mAh,2019年,10月,OPPO,OPPO Reno Ace,约200g,骁龙855plus,,,2个,,,其他英寸,2400*1080,AMOLED,,后置四摄,,Type-C,2999,4100
692,44098076278,,,,,,,,,,,,,,,,,,,,1898,4000
693,1.00E+11,,,,,,,,,,,,,,,,,,,,369,4000
694,43192351582,2800,2018年,7月,Coolpad,酷玩7,199,其他,,,2个,,,5.5英寸,720*1440,TFT,,后置单摄,,Micro USB,499,4000
695,34240993733,4000mAh（典型值） 3900mAh（最小值）,2018年,10月,,以官网信息为准,167.2g实际尺寸测量方法的不同可能有所差异,其他,,,2个,,,6.26英寸,699383,其他,,其他,,Micro USB,739,4000
696,57089585503,,,,,,,,,,,,,,,,,,,,2499,4100
697,32480846400,,,,,,,,,,,,,,,,,,,,888,3900
698,27386342750,,,,,,,,,,,,,,,,,,,,98,3900
699,35145301785,1300,2018年,9月,Philips,E259S,140,其他,,,2个,,,2.8英寸,其他,其他,,后置单摄,,Micro USB,298,3900
700,47024721480,4000mAh（典型值） 3900mAh（最小值）,2018年,10月,HUAWEI,荣耀畅玩8C,167.2g,,,,2个,,,,,IPS,,,,Micro USB,758,3900
701,43699365652,,,,,,,,,,,,,,,,,,,,299,3900
702,1.00E+11,4000,2018年,9月,ZTE,中兴天机AXON 9 简约版 ,179,骁龙845（SDM845）,,,2个,,,6.21英寸,FHD+（1080×2248）,AMOLED,,后置双摄,,Type-C,1699,3900
703,54279052699,4000mAh-5999mAh,2018年,10月,,荣耀畅玩8C,167.2g ,其他,,,2个,,,其他英寸,1520x720,IPS,,后置双摄,,Micro USB,722,3900
704,52831889230,3750mAh（典型值）,2019年,5月,HUAWEI,华为荣耀20,约174克（含电池）,,,,2个,,,,,TFT LCD（IPS）,,,,Type-C,2099,3900
705,16603632555,以官网信息为准,2017年,9月,Apple,iPhone8,148,,,,1个,,,,,其他,,,,Lightning（iPhone）,3459,3900
706,55123496343,,,,,,,,,,,,,,,,,,,,798,4000
707,53207174362,1200,2018年,10月,,创星S10,150,其他,,,2个,,,1.8英寸,320×240,其他,,无后置摄像头,,其它接口,58,3900
708,55976522875,4000,2019年,9月,,华为畅享 10Plus,约196.8g,,,,2个,,,,,LTPS,,,,Type-C,1399,3800
709,46054133208,其他,2018年,以官网信息为准,HUAWEI,以官网信息为准,其他,,,,2个,,,,,其他,,,,Micro USB,838,3800
710,32953071924,,,,,,,,,,,,,,,,,,,,1799,3800
711,47669787077,3500mAh（典型值）,2019年,6月,HUAWEI,nova 5 pro,约171克（含电池）,,,,2个,,,,,OLED,,,,Type-C,2499,3800
712,1.00E+11,2100,2019年,9月,多亲（QIN）,多亲 Qin2,105,其他,,,1个,,,5.05,576*1440,LCD,,后置单摄,,Type-C,599,3800
713,26251804842,,,,,,,,,,,,,,,,,,,,1799,3800
714,31943707636,,,,,,,,,,,,,,,,,,,,99,3700
715,53347166559,4000,2019年,7月,,nova 5i Pro,约178g,,,,2个,,,,,LTPS,,,,Type-C,2099,3800
716,31512956008,3000,2018年,3月,HUAWEI,以官网信息为准,150,,,,2个,,,,,其他,,,,Micro USB,728,3700
717,34660516013,,,,,,,,,,,,,,,,,,,,2499,3800
718,40687171530,,,,,,,,,,,,,,,,,,,,1006,3700
719,44149919977,3650mAh（典型值）,2019年,3月,HUAWEI,华为p30,165,麒麟980,,,2个,,,6.1英寸,FHD+ 2340*1080,其他,,后置三摄,,Type-C,3678,3700
720,1.00E+11,2500,2019年,8月,,守护宝 L105,102,其他,,,2个,,,2.4英寸,240*320,TFT,,后置单摄,,Micro USB,99,3800
721,30751168969,...,2018年,7月,HUAWEI,.,0,,,,2个,,,,,TFT,,,,Micro USB,1248,3700
722,48973885083,,,,,,,,,,,,,,,,,,,,3298,3700
723,55148847235,,,,,,,,,,,,,,,,,,,,4899,3700
724,25930447497,3340mAh（典型值）,2019年,以官网信息为准,HUAWEI,nova4e,约166克（含电池）,其他,,,2个,,,6.15英寸,746545,其他,,其他,,Type-C,1298,3600
725,52046893655,3020,2019年,以官网信息为准,,荣耀畅玩8,其他,,,,其他,,,,,其他,,,,Micro USB,498,3700
726,44126513764,,,,,,,,,,,,,,,,,,,,1065,3600
727,27433871206,,,,,,,,,,,,,,,,,,,,149,3600
728,29506837380,其他,2019年,7月,,荣耀畅玩8,142,,,,2个,,,,,TFT LCD（IPS）,,,,Micro USB,498,3600
729,56610490589,其他,2018年,10月,HUAWEI,mate20,其他,其他,,,2个,,,6.53英寸,596120,其他,,其他,,其它接口,3199,3600
730,1.00E+11,2000,2019年,9月,Philips,E515,131,其他,,,2个,,,2.4英寸,240x320,TFT,,后置单摄,,Micro USB,489,3700
731,54221596339,,,,,,,,,,,,,,,,,,,,399,3600
732,57281472226,,,,,,,,,,,,,,,,,,,,799,3700
733,54331938653,5200,2017年,以官网信息为准,紐萬（Niuwan）,L8S,200,其他,,,2个,,,2.8英寸,320x240,其他,,后置单摄,,其它接口,299,3600
734,53143766628,4000mAh（典型值）,2019年,7月,,荣耀9x,约206g,,,,2个,,,,,其他,,,,其它接口,1809,3600
735,39546576695,2000,2018年,5月,,UIS,106,,,,2个,,,,,其他,,,,Micro USB,178,3500
736,29921412414,,,,,,,,,,,,,,,,,,,,169,3500
737,56759611820,4500,2019年,8月,, vivo iQOO Pro 5G,217,,,,2个,,,,,AMOLED,,,,Type-C,3798,3700
738,26969736866,3000mAh（典型容量）,2018年,4月,HUAWEI,其他,约150g(含电池),,,,2个,,,,,其他,,,,Micro USB,659,3500
739,56522479917,2100mAh,2019年,10月,,多亲ai助手,机身重量（g）,,,,1个,,,,,其他,,,,Type-C,579,3500
740,40776684811,以官网信息为准,2019年,1月,,以官网信息为准,以官网信息为准,其他,,,其他,,,其他英寸,以官网信息为准,其他,,其他,,其它接口,609,3600
741,59725365523,4500mAh,2019年,11月,, Mate 30 Pro 5G,以官网信息为准,,,,2个,,,,,其他,,,,Type-C,6909,3700
742,57049421972,5500mAh（typ）/5400mAh(min),2018年,7月,,小米max3,221,,,,2个,,,,,其他,,,,Type-C,1209,3500
743,48834016265,4000mAh（typ）/3900mAh（min）,2019年,5月,XIAOMI,Redmi 7A,165,,,,2个,,,,,其他,,,,Micro USB,475,3500
